r,z,phi_T,phi_L
0.00605939,-0.075,-481.586,-479.087
0.00605939,-0.0725,-601.07,-597.951
0.00605939,-0.07,-763.294,-759.332
0.00605939,-0.0675,-988.164,-983.035
0.00605939,-0.065,-1307.15,-1300.37
0.00605939,-0.0625,-1771.45,-1762.26
0.00605939,-0.06,-2467.08,-2454.28
0.00605939,-0.0575,-3543.77,-3525.37
0.00605939,-0.055,-5272.8,-5245.43
0.00605939,-0.0525,-8168.43,-8126.03
0.00605939,-0.05,-13256.6,-13187.8
0.00605939,-0.0475,-22707.5,-22589.6
0.00605939,-0.045,-41430.4,-41215.3
0.00605939,-0.0425,-81431.8,-81009.2
0.00605939,-0.04,-174883,-173975
0.00605939,-0.0375,-417811,-415642
0.00605939,-0.035,-1.13643e+06,-1.13053e+06
0.00605939,-0.0325,-3.62735e+06,-3.60852e+06
0.00605939,-0.03,-1.41481e+07,-1.40747e+07
0.00605939,-0.0275,-7.12633e+07,-7.08934e+07
0.00605939,-0.025,-5.0089e+08,-4.9829e+08
0.00605939,-0.0225,-5.49548e+09,-5.46696e+09
0.00605939,-0.02,-1.11374e+11,-1.10796e+11
0.00605939,-0.0175,-5.43467e+12,-5.40646e+12
0.00605939,-0.015,-9.93752e+14,-9.88594e+14
0.00605939,-0.0125,-1.51157e+18,-1.50373e+18
0.00605939,-0.01,-9.4481e+22,-9.39907e+22
0.00605939,-0.0075,-1.01444e+31,-1.00917e+31
0.00605939,-0.005,-1.39138e+47,-1.38416e+47
0.00605939,-0.0025,-6.1054e+95,-6.07372e+95
0.00605939,0,0,0
0.00605939,0.0025,1.00546e-100,1.00024e-100
0.00605939,0.005,1.76472e-51,1.75556e-51
0.00605939,0.0075,5.44566e-35,5.41739e-35
0.00605939,0.01,1.03937e-26,1.03397e-26
0.00605939,0.0125,1.01497e-21,1.0097e-21
0.00605939,0.015,2.22281e-18,2.21127e-18
0.00605939,0.0175,5.53128e-16,5.50257e-16
0.00605939,0.02,3.5246e-14,3.50631e-14
0.00605939,0.0225,9.03851e-13,8.9916e-13
0.00605939,0.025,1.22396e-11,1.2176e-11
0.00605939,0.0275,1.04065e-10,1.03525e-10
0.00605939,0.03,6.23618e-10,6.20381e-10
0.00605939,0.0325,2.85369e-09,2.83888e-09
0.00605939,0.035,1.05601e-08,1.05053e-08
0.00605939,0.0375,3.29601e-08,3.2789e-08
0.00605939,0.04,8.95571e-08,8.90922e-08
0.00605939,0.0425,2.1703e-07,2.15903e-07
0.00605939,0.045,4.78013e-07,4.75532e-07
0.00605939,0.0475,9.71263e-07,9.66222e-07
0.00605939,0.05,1.84247e-06,1.83291e-06
0.00605939,0.0525,3.29485e-06,3.27775e-06
0.00605939,0.055,5.59875e-06,5.56969e-06
0.00605939,0.0575,9.09948e-06,9.05225e-06
0.00605939,0.06,1.4223e-05,1.41492e-05
0.00605939,0.0625,2.14792e-05,2.13678e-05
0.00605939,0.065,3.14625e-05,3.12992e-05
0.00605939,0.0675,4.48501e-05,4.46173e-05
0.00605939,0.07,6.23979e-05,6.2074e-05
0.00605939,0.0725,8.49346e-05,8.44938e-05
0.00605939,0.075,0.000113355,0.000112766
0.00605939,0.0775,0.000148609,0.000147837
0.00605939,0.08,0.000191696,0.000190701
0.00605939,0.0825,0.000243651,0.000242386
0.00605939,0.085,0.000305537,0.000303951
0.00605939,0.0875,0.000378436,0.000376471
0.00605939,0.09,0.000463434,0.000461029
0.00605939,0.0925,0.000561619,0.000558704
0.00605939,0.095,0.000674067,0.000670568
0.00605939,0.0975,0.000801836,0.000797674
0.00605939,0.1,0.000945958,0.000941049
0.00605939,0.1025,0.00110744,0.00110169
0.00605939,0.105,0.00128723,0.00128055
0.00605939,0.1075,0.00148627,0.00147855
0.00605939,0.11,0.00170542,0.00169657
0.00605939,0.1125,0.00194551,0.00193541
0.00605939,0.115,0.00220731,0.00219586
0.00605939,0.1175,0.00249155,0.00247861
0.00605939,0.12,0.00279887,0.00278434
0.00605939,0.1225,0.00312989,0.00311364
0.00605939,0.125,0.00348515,0.00346706
0.00605939,0.1275,0.00386514,0.00384508
0.00605939,0.13,0.00427029,0.00424813
0.00605939,0.1325,0.00470097,0.00467657
0.00605939,0.135,0.0051575,0.00513073
0.00605939,0.1375,0.00564015,0.00561087
0.00605939,0.14,0.00614911,0.00611719
0.00605939,0.1425,0.00668454,0.00664985
0.00605939,0.145,0.00724655,0.00720894
0.00605939,0.1475,0.00783519,0.00779453
0.00605939,0.15,0.00845047,0.00840661
0.00605939,0.1525,0.00909236,0.00904516
0.00605939,0.155,0.00976076,0.00971009
0.00605939,0.1575,0.0104556,0.0104013
0.00605939,0.16,0.0111766,0.0111186
0.00605939,0.1625,0.0119236,0.0118617
0.00605939,0.165,0.0126965,0.0126306
0.00605939,0.1675,0.0134949,0.0134248
0.00605939,0.17,0.0143185,0.0142441
0.00605939,0.1725,0.015167,0.0150882
0.00605939,0.175,0.01604,0.0159567
0.00605939,0.1775,0.0169371,0.0168492
0.00605939,0.18,0.017858,0.0177653
0.00605939,0.1825,0.0188022,0.0187046
0.00605939,0.185,0.0197692,0.0196666
0.00605939,0.1875,0.0207586,0.0206509
0.00605939,0.19,0.0217699,0.0216569
0.00605939,0.1925,0.0228025,0.0226841
0.00605939,0.195,0.0238559,0.0237321
0.00605939,0.1975,0.0249297,0.0248003
0.00605939,0.2,0.0260231,0.0258881
0.00605939,0.2025,0.0271358,0.0269949
0.00605939,0.205,0.028267,0.0281203
0.00605939,0.2075,0.0294163,0.0292636
0.00605939,0.21,0.030583,0.0304242
0.00605939,0.2125,0.0317665,0.0316016
0.00605939,0.215,0.0329662,0.0327951
0.00605939,0.2175,0.0341815,0.0340041
0.00605939,0.22,0.0354118,0.035228
0.00605939,0.2225,0.0366564,0.0364662
0.00605939,0.225,0.0379148,0.037718
0.00605939,0.2275,0.0391863,0.038983
0.00605939,0.23,0.0404704,0.0402603
0.00605939,0.2325,0.0417662,0.0415494
0.00605939,0.235,0.0430733,0.0428497
0.00605939,0.2375,0.044391,0.0441606
0.00605939,0.24,0.0457187,0.0454814
0.00605939,0.2425,0.0470557,0.0468115
0.00605939,0.245,0.0484015,0.0481502
0.00605939,0.2475,0.0497553,0.0494971
0.00642029,-0.25,-10.4453,-10.3911
0.00642029,-0.2475,-10.5483,-10.4935
0.00642029,-0.245,-10.656,-10.6007
0.00642029,-0.2425,-10.7689,-10.713
0.00642029,-0.24,-10.887,-10.8305
0.00642029,-0.2375,-11.0108,-10.9536
0.00642029,-0.235,-11.1405,-11.0826
0.00642029,-0.2325,-11.2765,-11.2179
0.00642029,-0.23,-11.4191,-11.3598
0.00642029,-0.2275,-11.5688,-11.5087
0.00642029,-0.225,-11.7259,-11.6651
0.00642029,-0.2225,-11.891,-11.8293
0.00642029,-0.22,-12.0645,-12.0019
0.00642029,-0.2175,-12.2469,-12.1834
0.00642029,-0.215,-12.4389,-12.3744
0.00642029,-0.2125,-12.6411,-12.5754
0.00642029,-0.21,-12.854,-12.7873
0.00642029,-0.2075,-13.0786,-13.0107
0.00642029,-0.205,-13.3155,-13.2464
0.00642029,-0.2025,-13.5656,-13.4952
0.00642029,-0.2,-13.83,-13.7582
0.00642029,-0.1975,-14.1096,-14.0364
0.00642029,-0.195,-14.4056,-14.3309
0.00642029,-0.1925,-14.7193,-14.6429
0.00642029,-0.19,-15.052,-14.9738
0.00642029,-0.1875,-15.4052,-15.3252
0.00642029,-0.185,-15.7806,-15.6987
0.00642029,-0.1825,-16.1801,-16.0961
0.00642029,-0.18,-16.6057,-16.5195
0.00642029,-0.1775,-17.0596,-16.971
0.00642029,-0.175,-17.5444,-17.4533
0.00642029,-0.1725,-18.0628,-17.9691
0.00642029,-0.17,-18.618,-18.5214
0.00642029,-0.1675,-19.2135,-19.1138
0.00642029,-0.165,-19.8532,-19.7502
0.00642029,-0.1625,-20.5415,-20.4349
0.00642029,-0.16,-21.2834,-21.1729
0.00642029,-0.1575,-22.0844,-21.9698
0.00642029,-0.155,-22.9509,-22.8318
0.00642029,-0.1525,-23.8902,-23.7662
0.00642029,-0.15,-24.9104,-24.7811
0.00642029,-0.1475,-26.021,-25.886
0.00642029,-0.145,-27.2328,-27.0914
0.00642029,-0.1425,-28.5582,-28.41
0.00642029,-0.14,-30.0116,-29.8558
0.00642029,-0.1375,-31.6096,-31.4456
0.00642029,-0.135,-33.3718,-33.1986
0.00642029,-0.1325,-35.3207,-35.1374
0.00642029,-0.13,-37.4832,-37.2887
0.00642029,-0.1275,-39.8908,-39.6837
0.00642029,-0.125,-42.5807,-42.3597
0.00642029,-0.1225,-45.5976,-45.3609
0.00642029,-0.12,-48.9949,-48.7406
0.00642029,-0.1175,-52.837,-52.5627
0.00642029,-0.115,-57.2019,-56.905
0.00642029,-0.1125,-62.185,-61.8622
0.00642029,-0.11,-67.9034,-67.5509
0.00642029,-0.1075,-74.502,-74.1153
0.00642029,-0.105,-82.1616,-81.7351
0.00642029,-0.1025,-91.1093,-90.6365
0.00642029,-0.1,-101.633,-101.106
0.00642029,-0.0975,-114.102,-113.51
0.00642029,-0.095,-128.993,-128.323
0.00642029,-0.0925,-146.927,-146.164
0.00642029,-0.09,-168.727,-167.851
0.00642029,-0.0875,-195.49,-194.476
0.00642029,-0.085,-228.706,-227.519
0.00642029,-0.0825,-270.417,-269.014
0.00642029,-0.08,-323.475,-321.796
0.00642029,-0.0775,-391.921,-389.887
0.00642029,-0.075,-481.59,-479.091
0.00642029,-0.0725,-601.075,-597.955
0.00642029,-0.07,-763.3,-759.338
0.00642029,-0.0675,-988.171,-983.042
0.00642029,-0.065,-1307.16,-1300.38
0.00642029,-0.0625,-1771.47,-1762.27
0.00642029,-0.06,-2467.1,-2454.29
0.00642029,-0.0575,-3543.79,-3525.39
0.00642029,-0.055,-5272.83,-5245.46
0.00642029,-0.0525,-8168.47,-8126.07
0.00642029,-0.05,-13256.7,-13187.9
0.00642029,-0.0475,-22707.6,-22589.8
0.00642029,-0.045,-41430.5,-41215.5
0.00642029,-0.0425,-81432.2,-81009.5
0.00642029,-0.04,-174883,-173976
0.00642029,-0.0375,-417813,-415644
0.00642029,-0.035,-1.13643e+06,-1.13053e+06
0.00642029,-0.0325,-3.62736e+06,-3.60853e+06
0.00642029,-0.03,-1.41481e+07,-1.40747e+07
0.00642029,-0.0275,-7.12635e+07,-7.08936e+07
0.00642029,-0.025,-5.00891e+08,-4.98291e+08
0.00642029,-0.0225,-5.4955e+09,-5.46697e+09
0.00642029,-0.02,-1.11375e+11,-1.10797e+11
0.00642029,-0.0175,-5.43468e+12,-5.40647e+12
0.00642029,-0.015,-9.93754e+14,-9.88596e+14
0.00642029,-0.0125,-1.51157e+18,-1.50373e+18
0.00642029,-0.01,-9.44811e+22,-9.39908e+22
0.00642029,-0.0075,-1.01444e+31,-1.00917e+31
0.00642029,-0.005,-1.39138e+47,-1.38416e+47
0.00642029,-0.0025,-6.10541e+95,-6.07372e+95
0.00642029,0,0,0
0.00642029,0.0025,1.00546e-100,1.00024e-100
0.00642029,0.005,1.76472e-51,1.75556e-51
0.00642029,0.0075,5.44565e-35,5.41739e-35
0.00642029,0.01,1.03936e-26,1.03397e-26
0.00642029,0.0125,1.01497e-21,1.0097e-21
0.00642029,0.015,2.22281e-18,2.21127e-18
0.00642029,0.0175,5.53127e-16,5.50256e-16
0.00642029,0.02,3.5246e-14,3.5063e-14
0.00642029,0.0225,9.03849e-13,8.99158e-13
0.00642029,0.025,1.22395e-11,1.2176e-11
0.00642029,0.0275,1.04065e-10,1.03525e-10
0.00642029,0.03,6.23616e-10,6.20379e-10
0.00642029,0.0325,2.85368e-09,2.83887e-09
0.00642029,0.035,1.05601e-08,1.05053e-08
0.00642029,0.0375,3.296e-08,3.27889e-08
0.00642029,0.04,8.95567e-08,8.90919e-08
0.00642029,0.0425,2.17029e-07,2.15903e-07
0.00642029,0.045,4.78011e-07,4.7553e-07
0.00642029,0.0475,9.71259e-07,9.66218e-07
0.00642029,0.05,1.84246e-06,1.8329e-06
0.00642029,0.0525,3.29484e-06,3.27774e-06
0.00642029,0.055,5.59872e-06,5.56966e-06
0.00642029,0.0575,9.09943e-06,9.0522e-06
0.00642029,0.06,1.42229e-05,1.41491e-05
0.00642029,0.0625,2.14791e-05,2.13676e-05
0.00642029,0.065,3.14624e-05,3.12991e-05
0.00642029,0.0675,4.48498e-05,4.4617e-05
0.00642029,0.07,6.23975e-05,6.20736e-05
0.00642029,0.0725,8.4934e-05,8.44932e-05
0.00642029,0.075,0.000113354,0.000112765
0.00642029,0.0775,0.000148608,0.000147836
0.00642029,0.08,0.000191694,0.000190699
0.00642029,0.0825,0.000243649,0.000242384
0.00642029,0.085,0.000305535,0.000303949
0.00642029,0.0875,0.000378432,0.000376468
0.00642029,0.09,0.00046343,0.000461025
0.00642029,0.0925,0.000561614,0.000558699
0.00642029,0.095,0.000674061,0.000670562
0.00642029,0.0975,0.000801828,0.000797667
0.00642029,0.1,0.00094595,0.00094104
0.00642029,0.1025,0.00110743,0.00110168
0.00642029,0.105,0.00128722,0.00128054
0.00642029,0.1075,0.00148625,0.00147854
0.00642029,0.11,0.0017054,0.00169655
0.00642029,0.1125,0.00194549,0.00193539
0.00642029,0.115,0.00220729,0.00219583
0.00642029,0.1175,0.00249152,0.00247859
0.00642029,0.12,0.00279884,0.00278431
0.00642029,0.1225,0.00312986,0.00311361
0.00642029,0.125,0.00348511,0.00346702
0.00642029,0.1275,0.0038651,0.00384504
0.00642029,0.13,0.00427024,0.00424808
0.00642029,0.1325,0.00470092,0.00467652
0.00642029,0.135,0.00515744,0.00513067
0.00642029,0.1375,0.00564008,0.0056108
0.00642029,0.14,0.00614903,0.00611712
0.00642029,0.1425,0.00668446,0.00664976
0.00642029,0.145,0.00724646,0.00720885
0.00642029,0.1475,0.00783509,0.00779443
0.00642029,0.15,0.00845037,0.0084065
0.00642029,0.1525,0.00909224,0.00904505
0.00642029,0.155,0.00976063,0.00970997
0.00642029,0.1575,0.0104554,0.0104011
0.00642029,0.16,0.0111764,0.0111184
0.00642029,0.1625,0.0119235,0.0118616
0.00642029,0.165,0.0126963,0.0126304
0.00642029,0.1675,0.0134947,0.0134246
0.00642029,0.17,0.0143183,0.0142439
0.00642029,0.1725,0.0151667,0.015088
0.00642029,0.175,0.0160397,0.0159565
0.00642029,0.1775,0.0169369,0.016849
0.00642029,0.18,0.0178578,0.0177651
0.00642029,0.1825,0.0188019,0.0187043
0.00642029,0.185,0.0197689,0.0196663
0.00642029,0.1875,0.0207583,0.0206506
0.00642029,0.19,0.0217695,0.0216565
0.00642029,0.1925,0.0228021,0.0226838
0.00642029,0.195,0.0238556,0.0237317
0.00642029,0.1975,0.0249293,0.0247999
0.00642029,0.2,0.0260227,0.0258877
0.00642029,0.2025,0.0271353,0.0269945
0.00642029,0.205,0.0282666,0.0281199
0.00642029,0.2075,0.0294158,0.0292631
0.00642029,0.21,0.0305825,0.0304237
0.00642029,0.2125,0.0317659,0.0316011
0.00642029,0.215,0.0329656,0.0327945
0.00642029,0.2175,0.0341809,0.0340035
0.00642029,0.22,0.0354112,0.0352274
0.00642029,0.2225,0.0366558,0.0364655
0.00642029,0.225,0.0379142,0.0377174
0.00642029,0.2275,0.0391857,0.0389823
0.00642029,0.23,0.0404696,0.0402596
0.00642029,0.2325,0.0417655,0.0415487
0.00642029,0.235,0.0430725,0.042849
0.00642029,0.2375,0.0443902,0.0441598
0.00642029,0.24,0.0457178,0.0454805
0.00642029,0.2425,0.0470548,0.0468106
0.00642029,0.245,0.0484006,0.0481493
0.00642029,0.2475,0.0497544,0.0494961
0.00680269,-0.25,-10.4457,-10.3915
0.00680269,-0.2475,-10.5487,-10.4939
0.00680269,-0.245,-10.6564,-10.6011
0.00680269,-0.2425,-10.7692,-10.7133
0.00680269,-0.24,-10.8874,-10.8309
0.00680269,-0.2375,-11.0111,-10.954
0.00680269,-0.235,-11.1408,-11.083
0.00680269,-0.2325,-11.2768,-11.2183
0.00680269,-0.23,-11.4195,-11.3602
0.00680269,-0.2275,-11.5691,-11.5091
0.00680269,-0.225,-11.7263,-11.6654
0.00680269,-0.2225,-11.8914,-11.8297
0.00680269,-0.22,-12.0649,-12.0022
0.00680269,-0.2175,-12.2473,-12.1837
0.00680269,-0.215,-12.4393,-12.3747
0.00680269,-0.2125,-12.6414,-12.5758
0.00680269,-0.21,-12.8544,-12.7877
0.00680269,-0.2075,-13.0789,-13.011
0.00680269,-0.205,-13.3158,-13.2467
0.00680269,-0.2025,-13.566,-13.4956
0.00680269,-0.2,-13.8304,-13.7586
0.00680269,-0.1975,-14.11,-14.0368
0.00680269,-0.195,-14.406,-14.3312
0.00680269,-0.1925,-14.7197,-14.6433
0.00680269,-0.19,-15.0524,-14.9742
0.00680269,-0.1875,-15.4056,-15.3256
0.00680269,-0.185,-15.781,-15.6991
0.00680269,-0.1825,-16.1805,-16.0965
0.00680269,-0.18,-16.6061,-16.5199
0.00680269,-0.1775,-17.06,-16.9714
0.00680269,-0.175,-17.5448,-17.4537
0.00680269,-0.1725,-18.0632,-17.9695
0.00680269,-0.17,-18.6185,-18.5218
0.00680269,-0.1675,-19.214,-19.1142
0.00680269,-0.165,-19.8537,-19.7506
0.00680269,-0.1625,-20.542,-20.4354
0.00680269,-0.16,-21.2838,-21.1734
0.00680269,-0.1575,-22.0849,-21.9702
0.00680269,-0.155,-22.9514,-22.8323
0.00680269,-0.1525,-23.8907,-23.7667
0.00680269,-0.15,-24.9109,-24.7816
0.00680269,-0.1475,-26.0215,-25.8865
0.00680269,-0.145,-27.2333,-27.092
0.00680269,-0.1425,-28.5587,-28.4105
0.00680269,-0.14,-30.0121,-29.8563
0.00680269,-0.1375,-31.6102,-31.4461
0.00680269,-0.135,-33.3723,-33.1991
0.00680269,-0.1325,-35.3213,-35.138
0.00680269,-0.13,-37.4838,-37.2893
0.00680269,-0.1275,-39.8914,-39.6844
0.00680269,-0.125,-42.5814,-42.3604
0.00680269,-0.1225,-45.5983,-45.3616
0.00680269,-0.12,-48.9956,-48.7413
0.00680269,-0.1175,-52.8377,-52.5635
0.00680269,-0.115,-57.2027,-56.9058
0.00680269,-0.1125,-62.1859,-61.8631
0.00680269,-0.11,-67.9043,-67.5519
0.00680269,-0.1075,-74.503,-74.1163
0.00680269,-0.105,-82.1627,-81.7362
0.00680269,-0.1025,-91.1105,-90.6376
0.00680269,-0.1,-101.635,-101.107
0.00680269,-0.0975,-114.104,-113.512
0.00680269,-0.095,-128.994,-128.325
0.00680269,-0.0925,-146.929,-146.166
0.00680269,-0.09,-168.728,-167.853
0.00680269,-0.0875,-195.492,-194.478
0.00680269,-0.085,-228.708,-227.521
0.00680269,-0.0825,-270.42,-269.016
0.00680269,-0.08,-323.478,-321.799
0.00680269,-0.0775,-391.924,-389.89
0.00680269,-0.075,-481.595,-479.095
0.00680269,-0.0725,-601.08,-597.961
0.00680269,-0.07,-763.306,-759.344
0.00680269,-0.0675,-988.179,-983.05
0.00680269,-0.065,-1307.17,-1300.39
0.00680269,-0.0625,-1771.48,-1762.28
0.00680269,-0.06,-2467.12,-2454.31
0.00680269,-0.0575,-3543.81,-3525.42
0.00680269,-0.055,-5272.86,-5245.49
0.00680269,-0.0525,-8168.52,-8126.13
0.00680269,-0.05,-13256.8,-13188
0.00680269,-0.0475,-22707.7,-22589.9
0.00680269,-0.045,-41430.8,-41215.7
0.00680269,-0.0425,-81432.6,-81009.9
0.00680269,-0.04,-174884,-173977
0.00680269,-0.0375,-417814,-415646
0.00680269,-0.035,-1.13643e+06,-1.13054e+06
0.00680269,-0.0325,-3.62738e+06,-3.60855e+06
0.00680269,-0.03,-1.41482e+07,-1.40748e+07
0.00680269,-0.0275,-7.12637e+07,-7.08938e+07
0.00680269,-0.025,-5.00893e+08,-4.98293e+08
0.00680269,-0.0225,-5.49551e+09,-5.46699e+09
0.00680269,-0.02,-1.11375e+11,-1.10797e+11
0.00680269,-0.0175,-5.43469e+12,-5.40648e+12
0.00680269,-0.015,-9.93755e+14,-9.88597e+14
0.00680269,-0.0125,-1.51158e+18,-1.50373e+18
0.00680269,-0.01,-9.44813e+22,-9.39909e+22
0.00680269,-0.0075,-1.01444e+31,-1.00917e+31
0.00680269,-0.005,-1.39138e+47,-1.38416e+47
0.00680269,-0.0025,-6.10541e+95,-6.07372e+95
0.00680269,0,0,0
0.00680269,0.0025,1.00546e-100,1.00024e-100
0.00680269,0.005,1.76472e-51,1.75556e-51
0.00680269,0.0075,5.44565e-35,5.41739e-35
0.00680269,0.01,1.03936e-26,1.03397e-26
0.00680269,0.0125,1.01497e-21,1.0097e-21
0.00680269,0.015,2.2228e-18,2.21126e-18
0.00680269,0.0175,5.53126e-16,5.50255e-16
0.00680269,0.02,3.52459e-14,3.5063e-14
0.00680269,0.0225,9.03847e-13,8.99156e-13
0.00680269,0.025,1.22395e-11,1.2176e-11
0.00680269,0.0275,1.04065e-10,1.03525e-10
0.00680269,0.03,6.23614e-10,6.20377e-10
0.00680269,0.0325,2.85367e-09,2.83886e-09
0.00680269,0.035,1.056e-08,1.05052e-08
0.00680269,0.0375,3.29599e-08,3.27888e-08
0.00680269,0.04,8.95563e-08,8.90915e-08
0.00680269,0.0425,2.17028e-07,2.15902e-07
0.00680269,0.045,4.78009e-07,4.75528e-07
0.00680269,0.0475,9.71254e-07,9.66213e-07
0.00680269,0.05,1.84245e-06,1.83289e-06
0.00680269,0.0525,3.29482e-06,3.27772e-06
0.00680269,0.055,5.59869e-06,5.56963e-06
0.00680269,0.0575,9.09937e-06,9.05214e-06
0.00680269,0.06,1.42229e-05,1.4149e-05
0.00680269,0.0625,2.1479e-05,2.13675e-05
0.00680269,0.065,3.14621e-05,3.12988e-05
0.00680269,0.0675,4.48495e-05,4.46167e-05
0.00680269,0.07,6.2397e-05,6.20731e-05
0.00680269,0.0725,8.49334e-05,8.44926e-05
0.00680269,0.075,0.000113353,0.000112765
0.00680269,0.0775,0.000148607,0.000147835
0.00680269,0.08,0.000191693,0.000190698
0.00680269,0.0825,0.000243647,0.000242382
0.00680269,0.085,0.000305532,0.000303946
0.00680269,0.0875,0.000378429,0.000376465
0.00680269,0.09,0.000463426,0.00046102
0.00680269,0.0925,0.000561609,0.000558694
0.00680269,0.095,0.000674054,0.000670556
0.00680269,0.0975,0.00080182,0.000797659
0.00680269,0.1,0.00094594,0.00094103
0.00680269,0.1025,0.00110741,0.00110167
0.00680269,0.105,0.00128721,0.00128053
0.00680269,0.1075,0.00148624,0.00147852
0.00680269,0.11,0.00170538,0.00169653
0.00680269,0.1125,0.00194547,0.00193537
0.00680269,0.115,0.00220727,0.00219581
0.00680269,0.1175,0.00249149,0.00247856
0.00680269,0.12,0.00279881,0.00278428
0.00680269,0.1225,0.00312982,0.00311357
0.00680269,0.125,0.00348507,0.00346698
0.00680269,0.1275,0.00386505,0.00384499
0.00680269,0.13,0.00427019,0.00424802
0.00680269,0.1325,0.00470086,0.00467646
0.00680269,0.135,0.00515737,0.00513061
0.00680269,0.1375,0.00564,0.00561073
0.00680269,0.14,0.00614895,0.00611703
0.00680269,0.1425,0.00668437,0.00664967
0.00680269,0.145,0.00724636,0.00720875
0.00680269,0.1475,0.00783498,0.00779432
0.00680269,0.15,0.00845024,0.00840638
0.00680269,0.1525,0.0090921,0.00904491
0.00680269,0.155,0.00976048,0.00970982
0.00680269,0.1575,0.0104553,0.010401
0.00680269,0.16,0.0111763,0.0111182
0.00680269,0.1625,0.0119233,0.0118614
0.00680269,0.165,0.0126961,0.0126302
0.00680269,0.1675,0.0134945,0.0134244
0.00680269,0.17,0.014318,0.0142437
0.00680269,0.1725,0.0151665,0.0150878
0.00680269,0.175,0.0160395,0.0159562
0.00680269,0.1775,0.0169366,0.0168487
0.00680269,0.18,0.0178575,0.0177648
0.00680269,0.1825,0.0188016,0.018704
0.00680269,0.185,0.0197686,0.019666
0.00680269,0.1875,0.0207579,0.0206502
0.00680269,0.19,0.0217692,0.0216562
0.00680269,0.1925,0.0228017,0.0226834
0.00680269,0.195,0.0238551,0.0237313
0.00680269,0.1975,0.0249288,0.0247994
0.00680269,0.2,0.0260222,0.0258872
0.00680269,0.2025,0.0271348,0.026994
0.00680269,0.205,0.028266,0.0281193
0.00680269,0.2075,0.0294153,0.0292626
0.00680269,0.21,0.0305819,0.0304232
0.00680269,0.2125,0.0317653,0.0316005
0.00680269,0.215,0.032965,0.0327939
0.00680269,0.2175,0.0341802,0.0340028
0.00680269,0.22,0.0354105,0.0352267
0.00680269,0.2225,0.0366551,0.0364648
0.00680269,0.225,0.0379134,0.0377166
0.00680269,0.2275,0.0391849,0.0389815
0.00680269,0.23,0.0404688,0.0402588
0.00680269,0.2325,0.0417646,0.0415478
0.00680269,0.235,0.0430717,0.0428481
0.00680269,0.2375,0.0443893,0.0441589
0.00680269,0.24,0.0457169,0.0454796
0.00680269,0.2425,0.0470539,0.0468096
0.00680269,0.245,0.0483995,0.0481483
0.00680269,0.2475,0.0497533,0.0494951
0.00720786,-0.25,-10.4461,-10.3919
0.00720786,-0.2475,-10.5491,-10.4943
0.00720786,-0.245,-10.6568,-10.6015
0.00720786,-0.2425,-10.7696,-10.7137
0.00720786,-0.24,-10.8878,-10.8313
0.00720786,-0.2375,-11.0115,-10.9544
0.00720786,-0.235,-11.1412,-11.0834
0.00720786,-0.2325,-11.2772,-11.2187
0.00720786,-0.23,-11.4199,-11.3606
0.00720786,-0.2275,-11.5696,-11.5095
0.00720786,-0.225,-11.7267,-11.6658
0.00720786,-0.2225,-11.8918,-11.8301
0.00720786,-0.22,-12.0653,-12.0027
0.00720786,-0.2175,-12.2477,-12.1842
0.00720786,-0.215,-12.4397,-12.3751
0.00720786,-0.2125,-12.6418,-12.5762
0.00720786,-0.21,-12.8548,-12.7881
0.00720786,-0.2075,-13.0793,-13.0115
0.00720786,-0.205,-13.3163,-13.2471
0.00720786,-0.2025,-13.5664,-13.496
0.00720786,-0.2,-13.8308,-13.759
0.00720786,-0.1975,-14.1104,-14.0372
0.00720786,-0.195,-14.4064,-14.3317
0.00720786,-0.1925,-14.7201,-14.6437
0.00720786,-0.19,-15.0528,-14.9747
0.00720786,-0.1875,-15.406,-15.3261
0.00720786,-0.185,-15.7814,-15.6995
0.00720786,-0.1825,-16.1809,-16.0969
0.00720786,-0.18,-16.6065,-16.5203
0.00720786,-0.1775,-17.0604,-16.9719
0.00720786,-0.175,-17.5452,-17.4542
0.00720786,-0.1725,-18.0637,-17.9699
0.00720786,-0.17,-18.6189,-18.5223
0.00720786,-0.1675,-19.2144,-19.1147
0.00720786,-0.165,-19.8542,-19.7511
0.00720786,-0.1625,-20.5425,-20.4359
0.00720786,-0.16,-21.2843,-21.1739
0.00720786,-0.1575,-22.0854,-21.9707
0.00720786,-0.155,-22.9519,-22.8328
0.00720786,-0.1525,-23.8912,-23.7672
0.00720786,-0.15,-24.9114,-24.7822
0.00720786,-0.1475,-26.0221,-25.887
0.00720786,-0.145,-27.2339,-27.0925
0.00720786,-0.1425,-28.5593,-28.4111
0.00720786,-0.14,-30.0127,-29.8569
0.00720786,-0.1375,-31.6108,-31.4467
0.00720786,-0.135,-33.373,-33.1998
0.00720786,-0.1325,-35.322,-35.1387
0.00720786,-0.13,-37.4845,-37.29
0.00720786,-0.1275,-39.8921,-39.6851
0.00720786,-0.125,-42.5821,-42.3611
0.00720786,-0.1225,-45.5991,-45.3624
0.00720786,-0.12,-48.9965,-48.7422
0.00720786,-0.1175,-52.8386,-52.5644
0.00720786,-0.115,-57.2036,-56.9067
0.00720786,-0.1125,-62.1869,-61.8641
0.00720786,-0.11,-67.9054,-67.5529
0.00720786,-0.1075,-74.5041,-74.1174
0.00720786,-0.105,-82.1639,-81.7374
